ID,crash_style,max,mean,norm,record_time,baseID
1,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
1,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:33,1
2,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
2,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:35,2
3,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
3,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:37,3
4,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
4,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:40,4
5,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
5,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:43,5
6,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
6,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:46,6
7,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,-4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,-5,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
7,-6,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:49,7
8,3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:51,8
8,-3,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:51,8
8,4,0.05105224002909381,0.01658490781312139,0.00434485734481102,2020-02-25 11:31:51,8
